standard_code,version,frame,status,tier1_code,tier1_title,tier1_title_en,tier1_status,tier2_code,tier2_title,tier2_title_en,tier2_status,tier3_id,tier3_title,tier3_title_en,tier3_status,level_code,level_name,level_name_en,standard_type_code,standard_type_title,standard_group_code,standard_group_title,create_date,last_update,status_mapping,status_report
11,1,7,1,PRT,สาขาวิชาชีพอุตสาหกรรมการพิมพ์,Printing Industry,1,PRS,สาขางานพิมพ์,None,1,274.0,อาชีพช่างพิมพ์ออฟเซตป้อนม้วน,None,1,01,ชั้น 1,Level 1,1,มาตรฐานอาชีพ,INDUSTRIAL,อุตสาหกรรม,2022-07-08 14:52:33.623,2022-07-08 14:52:33.623,0,0
12,1,7,1,PRT,สาขาวิชาชีพอุตสาหกรรมการพิมพ์,Printing Industry,1,PRS,สาขางานพิมพ์,None,1,275.0,อาชีพช่างพิมพ์ออฟเซตป้อนแผ่น ,None,1,01,ชั้น 1,Level 1,1,มาตรฐานอาชีพ,INDUSTRIAL,อุตสาหกรรม,2022-07-08 14:52:35.470,2022-07-08 14:52:35.470,0,0
13,1,7,1,PRT,สาขาวิชาชีพอุตสาหกรรมการพิมพ์,Printing Industry,1,PRS,สาขางานพิมพ์,None,1,275.0,อาชีพช่างพิมพ์ออฟเซตป้อนแผ่น ,None,1,02,ชั้น 2,Level 2,1,มาตรฐานอาชีพ,INDUSTRIAL,อุตสาหกรรม,2022-07-08 14:52:37.983,2022-07-08 14:52:37.983,0,0
14,1,7,1,PRT,สาขาวิชาชีพอุตสาหกรรมการพิมพ์,Printing Industry,1,PRS,สาขางานพิมพ์,None,1,275.0,อาชีพช่างพิมพ์ออฟเซตป้อนแผ่น ,None,1,03,ชั้น 3,Level 3,1,มาตรฐานอาชีพ,INDUSTRIAL,อุตสาหกรรม,2022-07-08 14:52:41.360,2022-07-08 14:52:41.360,0,0
15,1,7,1,PRT,สาขาวิชาชีพอุตสาหกรรมการพิมพ์,Printing Industry,1,PRS,สาขางานพิมพ์,None,1,275.0,อาชีพช่างพิมพ์ออฟเซตป้อนแผ่น ,None,1,04,ชั้น 4,Level 4,1,มาตรฐานอาชีพ,INDUSTRIAL,อุตสาหกรรม,2022-07-08 14:52:43.780,2022-07-08 14:52:43.780,0,0
16,1,7,1,LOG,สาขาวิชาชีพโลจิสติกส์,Logistics,1,FFD,สาขางานจัดการขนส่งสินค้าระหว่างประเทศ,Freight Forwarder Management,0,750.0,อาชีพผู้ให้บริการขนส่งสินค้าระหว่างประเทศ ,Freight Forwarder,0,02,ชั้น 2,Level 2,1,มาตรฐานอาชีพ,SERVICE,บริการ,2022-07-08 14:52:47.687,2022-07-08 14:52:47.687,0,0
17,1,7,1,LOG,สาขาวิชาชีพโลจิสติกส์,Logistics,1,FFD,สาขางานจัดการขนส่งสินค้าระหว่างประเทศ,Freight Forwarder Management,0,750.0,อาชีพผู้ให้บริการขนส่งสินค้าระหว่างประเทศ ,Freight Forwarder,0,03,ชั้น 3,Level 3,1,มาตรฐานอาชีพ,SERVICE,บริการ,2022-07-08 14:52:57.033,2022-07-08 14:52:57.033,0,0
18,1,7,1,LOG,สาขาวิชาชีพโลจิสติกส์,Logistics,1,FFD,สาขางานจัดการขนส่งสินค้าระหว่างประเทศ,Freight Forwarder Management,0,750.0,อาชีพผู้ให้บริการขนส่งสินค้าระหว่างประเทศ ,Freight Forwarder,0,04,ชั้น 4,Level 4,1,มาตรฐานอาชีพ,SERVICE,บริการ,2022-07-08 14:53:08.950,2022-07-08 14:53:08.950,0,0
19,1,7,1,LOG,สาขาวิชาชีพโลจิสติกส์,Logistics,1,FFD,สาขางานจัดการขนส่งสินค้าระหว่างประเทศ,Freight Forwarder Management,0,750.0,อาชีพผู้ให้บริการขนส่งสินค้าระหว่างประเทศ ,Freight Forwarder,0,05,ชั้น 5,Level 5,1,มาตรฐานอาชีพ,SERVICE,บริการ,2022-07-08 14:53:16.793,2022-07-08 14:53:16.793,0,0
20,1,7,1,LOG,สาขาวิชาชีพโลจิสติกส์,Logistics,1,FFD,สาขางานจัดการขนส่งสินค้าระหว่างประเทศ,Freight Forwarder Management,0,750.0,อาชีพผู้ให้บริการขนส่งสินค้าระหว่างประเทศ ,Freight Forwarder,0,06,ชั้น 6,Level 6,1,มาตรฐานอาชีพ,SERVICE,บริการ,2022-07-08 14:53:20.747,2022-07-08 14:53:20.747,0,0
21,1,7,1,LOG,สาขาวิชาชีพโลจิสติกส์,Logistics,1,WID,สาขางานจัดการคลังสินค้า สินค้าคงคลัง และการกระจายสินค้า,"Warehouse, Inventory and Distribution Management",0,782.0,อาชีพผู้ควบคุมคลังสินค้า ,Warehouse Supervisor,0,01,ชั้น 1,Level 1,1,มาตรฐานอาชีพ,SERVICE,บริการ,2022-07-08 14:53:23.993,2022-07-08 14:53:23.993,0,0
22,1,7,1,LOG,สาขาวิชาชีพโลจิสติกส์,Logistics,1,WID,สาขางานจัดการคลังสินค้า สินค้าคงคลัง และการกระจายสินค้า,"Warehouse, Inventory and Distribution Management",0,784.0,อาชีพผู้ควบคุมสินค้าคงคลัง ,Inventory Supervisor,0,01,ชั้น 1,Level 1,1,มาตรฐานอาชีพ,SERVICE,บริการ,2022-07-08 14:53:25.507,2022-07-08 14:53:25.507,0,0
23,1,7,1,LOG,สาขาวิชาชีพโลจิสติกส์,Logistics,1,WID,สาขางานจัดการคลังสินค้า สินค้าคงคลัง และการกระจายสินค้า,"Warehouse, Inventory and Distribution Management",0,782.0,อาชีพผู้ควบคุมคลังสินค้า ,Warehouse Supervisor,0,02,ชั้น 2,Level 2,1,มาตรฐานอาชีพ,SERVICE,บริการ,2022-07-08 14:53:27.367,2022-07-08 14:53:27.367,0,0
24,1,7,0,LOG,สาขาวิชาชีพโลจิสติกส์,Logistics,1,WID,สาขางานจัดการคลังสินค้า สินค้าคงคลัง และการกระจายสินค้า,"Warehouse, Inventory and Distribution Management",0,782.0,อาชีพผู้ควบคุมคลังสินค้า ,Warehouse Supervisor,0,03,ชั้น 3,Level 3,1,มาตรฐานอาชีพ,SERVICE,บริการ,2022-07-08 14:53:30.230,2022-07-08 14:53:30.230,0,0
25,1,7,1,LOG,สาขาวิชาชีพโลจิสติกส์,Logistics,1,WID,สาขางานจัดการคลังสินค้า สินค้าคงคลัง และการกระจายสินค้า,"Warehouse, Inventory and Distribution Management",0,782.0,อาชีพผู้ควบคุมคลังสินค้า ,Warehouse Supervisor,0,04,ชั้น 4,Level 4,1,มาตรฐานอาชีพ,SERVICE,บริการ,2022-07-08 14:53:34.127,2022-07-08 14:53:34.127,0,0
26,1,7,1,LOG,สาขาวิชาชีพโลจิสติกส์,Logistics,1,WID,สาขางานจัดการคลังสินค้า สินค้าคงคลัง และการกระจายสินค้า,"Warehouse, Inventory and Distribution Management",0,781.0,อาชีพผู้ควบคุมการกระจายสินค้า ,Warehouse Supervisor,0,04,ชั้น 4,Level 4,1,มาตรฐานอาชีพ,SERVICE,บริการ,2022-07-08 14:53:38.060,2022-07-08 14:53:38.060,0,0
27,1,7,1,LOG,สาขาวิชาชีพโลจิสติกส์,Logistics,1,WID,สาขางานจัดการคลังสินค้า สินค้าคงคลัง และการกระจายสินค้า,"Warehouse, Inventory and Distribution Management",0,784.0,อาชีพผู้ควบคุมสินค้าคงคลัง ,Inventory Supervisor,0,04,ชั้น 4,Level 4,1,มาตรฐานอาชีพ,SERVICE,บริการ,2022-07-08 14:53:41.483,2022-07-08 14:53:41.483,0,0
28,1,7,1,LOG,สาขาวิชาชีพโลจิสติกส์,Logistics,1,WID,สาขางานจัดการคลังสินค้า สินค้าคงคลัง และการกระจายสินค้า,"Warehouse, Inventory and Distribution Management",0,787.0,อาชีพผู้บริหารงานคลังสินค้า ,Warehouse Manager,0,05,ชั้น 5,Level 5,1,มาตรฐานอาชีพ,SERVICE,บริการ,2022-07-08 14:53:44.930,2022-07-08 14:53:44.930,0,0
29,1,7,1,LOG,สาขาวิชาชีพโลจิสติกส์,Logistics,1,WID,สาขางานจัดการคลังสินค้า สินค้าคงคลัง และการกระจายสินค้า,"Warehouse, Inventory and Distribution Management",0,790.0,อาชีพผู้บริหารงานสินค้าคงคลัง ,Inventory Manager,0,05,ชั้น 5,Level 5,1,มาตรฐานอาชีพ,SERVICE,บริการ,2022-07-08 14:53:48.323,2022-07-08 14:53:48.323,0,0
30,1,7,1,LOG,สาขาวิชาชีพโลจิสติกส์,Logistics,1,WID,สาขางานจัดการคลังสินค้า สินค้าคงคลัง และการกระจายสินค้า,"Warehouse, Inventory and Distribution Management",0,787.0,อาชีพผู้บริหารงานคลังสินค้า ,Warehouse Manager,0,06,ชั้น 6,Level 6,1,มาตรฐานอาชีพ,SERVICE,บริการ,2022-07-08 14:53:51.737,2022-07-08 14:53:51.737,0,0
31,1,7,1,LOG,สาขาวิชาชีพโลจิสติกส์,Logistics,1,WID,สาขางานจัดการคลังสินค้า สินค้าคงคลัง และการกระจายสินค้า,"Warehouse, Inventory and Distribution Management",0,789.0,อาชีพผู้บริหารงานควบคุมการกระจายสินค้า ,Control and Distribute Product Manager,0,06,ชั้น 6,Level 6,1,มาตรฐานอาชีพ,SERVICE,บริการ,2022-07-08 14:53:54.440,2022-07-08 14:53:54.440,0,0
32,1,7,1,LOG,สาขาวิชาชีพโลจิสติกส์,Logistics,1,WID,สาขางานจัดการคลังสินค้า สินค้าคงคลัง และการกระจายสินค้า,"Warehouse, Inventory and Distribution Management",0,790.0,อาชีพผู้บริหารงานสินค้าคงคลัง ,Inventory Manager,0,06,ชั้น 6,Level 6,1,มาตรฐานอาชีพ,SERVICE,บริการ,2022-07-08 14:53:56.760,2022-07-08 14:53:56.760,0,0
33,1,7,1,LOG,สาขาวิชาชีพโลจิสติกส์,Logistics,1,WID,สาขางานจัดการคลังสินค้า สินค้าคงคลัง และการกระจายสินค้า,"Warehouse, Inventory and Distribution Management",0,789.0,อาชีพผู้บริหารงานควบคุมการกระจายสินค้า ,Control and Distribute Product Manager,0,07,ชั้น 7,Level 7,1,มาตรฐานอาชีพ,SERVICE,บริการ,2022-07-08 14:53:59.160,2022-07-08 14:53:59.160,0,0
34,1,7,1,LOG,สาขาวิชาชีพโลจิสติกส์,Logistics,1,WID,สาขางานจัดการคลังสินค้า สินค้าคงคลัง และการกระจายสินค้า,"Warehouse, Inventory and Distribution Management",0,790.0,อาชีพผู้บริหารงานสินค้าคงคลัง ,Inventory Manager,0,07,ชั้น 7,Level 7,1,มาตรฐานอาชีพ,SERVICE,บริการ,2022-07-08 14:54:01.227,2022-07-08 14:54:01.227,0,0
35,1,7,1,LOG,สาขาวิชาชีพโลจิสติกส์,Logistics,1,WID,สาขางานจัดการคลังสินค้า สินค้าคงคลัง และการกระจายสินค้า,"Warehouse, Inventory and Distribution Management",0,787.0,อาชีพผู้บริหารงานคลังสินค้า ,Warehouse Manager,0,07,ชั้น 7,Level 7,1,มาตรฐานอาชีพ,SERVICE,บริการ,2022-07-08 14:54:03.353,2022-07-08 14:54:03.353,0,0
36,1,7,1,LOG,สาขาวิชาชีพโลจิสติกส์,Logistics,1,WID,สาขางานจัดการคลังสินค้า สินค้าคงคลัง และการกระจายสินค้า,"Warehouse, Inventory and Distribution Management",0,789.0,อาชีพผู้บริหารงานควบคุมการกระจายสินค้า ,Control and Distribute Product Manager,0,05,ชั้น 5,Level 5,1,มาตรฐานอาชีพ,SERVICE,บริการ,2022-07-08 14:54:06.043,2022-07-08 14:54:06.043,0,0
37,1,7,1,LOG,สาขาวิชาชีพโลจิสติกส์,Logistics,1,EXI,สาขางานส่งออกและนำเข้า,Import and Export,0,731.0,อาชีพเจ้าหน้าที่ธุรการส่งออกและนำเข้า ,Import and Export Administrative Officer,0,01,ชั้น 1,Level 1,1,มาตรฐานอาชีพ,SERVICE,บริการ,2022-07-08 14:54:08.943,2022-07-08 14:54:08.943,0,0
38,1,7,1,LOG,สาขาวิชาชีพโลจิสติกส์,Logistics,1,EXI,สาขางานส่งออกและนำเข้า,Import and Export,0,732.0,อาชีพเจ้าหน้าที่อาวุโสส่งออกและนำเข้า ,Senior Import And Export Officer,0,02,ชั้น 2,Level 2,1,มาตรฐานอาชีพ,SERVICE,บริการ,2022-07-08 14:54:11.023,2022-07-08 14:54:11.023,0,0
39,1,7,1,LOG,สาขาวิชาชีพโลจิสติกส์,Logistics,1,EXI,สาขางานส่งออกและนำเข้า,Import and Export,0,730.0,อาชีพผู้ผ่านพิธีการศุลกากรรับอนุญาต ,Customs Broker,0,03,ชั้น 3,Level 3,1,มาตรฐานอาชีพ,SERVICE,บริการ,2022-07-08 14:54:13.727,2022-07-08 14:54:13.727,0,0
40,1,7,1,LOG,สาขาวิชาชีพโลจิสติกส์,Logistics,1,EXI,สาขางานส่งออกและนำเข้า,Import and Export,0,727.0,อาชีพผู้ชำนาญการศุลกากร ,Customs Professional,0,04,ชั้น 4,Level 4,1,มาตรฐานอาชีพ,SERVICE,บริการ,2022-07-08 14:54:17.247,2022-07-08 14:54:17.247,0,0
41,1,7,1,LOG,สาขาวิชาชีพโลจิสติกส์,Logistics,1,POO,สาขาจัดซื้อ จัดหา จัดจ้าง,Procurement,1,908.0,อาชีพนักจัดซื้อ จัดหา จัดจ้าง,Procurement Officer,1,03,ชั้น 3,Level 3,1,มาตรฐานอาชีพ,SERVICE,บริการ,2022-07-08 14:54:20.453,2022-07-08 14:54:20.453,0,0
42,1,7,1,LOG,สาขาวิชาชีพโลจิสติกส์,Logistics,1,POO,สาขาจัดซื้อ จัดหา จัดจ้าง,Procurement,1,908.0,อาชีพนักจัดซื้อ จัดหา จัดจ้าง,Procurement Officer,1,04,ชั้น 4,Level 4,1,มาตรฐานอาชีพ,SERVICE,บริการ,2022-07-08 14:54:23.233,2022-07-08 14:54:23.233,0,0
43,1,7,1,LOG,สาขาวิชาชีพโลจิสติกส์,Logistics,1,POO,สาขาจัดซื้อ จัดหา จัดจ้าง,Procurement,1,908.0,อาชีพนักจัดซื้อ จัดหา จัดจ้าง,Procurement Officer,1,05,ชั้น 5,Level 5,1,มาตรฐานอาชีพ,SERVICE,บริการ,2022-07-08 14:54:25.063,2022-07-08 14:54:25.063,0,0
44,1,7,1,LOG,สาขาวิชาชีพโลจิสติกส์,Logistics,1,POO,สาขาจัดซื้อ จัดหา จัดจ้าง,Procurement,1,908.0,อาชีพนักจัดซื้อ จัดหา จัดจ้าง,Procurement Officer,1,06,ชั้น 6,Level 6,1,มาตรฐานอาชีพ,SERVICE,บริการ,2022-07-08 14:54:27.290,2022-07-08 14:54:27.290,0,0
45,1,7,0,PUT,สาขาวิชาชีพขนส่งชุมชน,Community Transportation,1,None,None,None,None,685.0,อาชีพผู้ขับขี่รถยนต์โดยสารสาธารณะ (แท็กซี่) ,Taxi Driver,1,01,ชั้น 1,Level 1,1,มาตรฐานอาชีพ,SERVICE,บริการ,2022-07-08 14:54:29.747,2022-07-08 14:54:29.747,0,0
46,1,7,0,PUT,สาขาวิชาชีพขนส่งชุมชน,Community Transportation,1,None,None,None,None,685.0,อาชีพผู้ขับขี่รถยนต์โดยสารสาธารณะ (แท็กซี่) ,Taxi Driver,1,02,ชั้น 2,Level 2,1,มาตรฐานอาชีพ,SERVICE,บริการ,2022-07-08 14:54:32.280,2022-07-08 14:54:32.280,0,0
47,1,7,0,PUT,สาขาวิชาชีพขนส่งชุมชน,Community Transportation,1,None,None,None,None,685.0,อาชีพผู้ขับขี่รถยนต์โดยสารสาธารณะ (แท็กซี่) ,Taxi Driver,1,03,ชั้น 3,Level 3,1,มาตรฐานอาชีพ,SERVICE,บริการ,2022-07-08 14:54:34.050,2022-07-08 14:54:34.050,0,0
48,1,7,1,MLD,สาขาวิชาชีพอุตสาหกรรมการผลิตแม่พิมพ์,Mold Manufacturing Industry,1,MPT,สาขางานแม่พิมพ์พลาสติก,Plastic Molding,1,230.0,อาชีพช่างขัดเงาแม่พิมพ์ ,Mold Polishing Technician,0,03,ชั้น 3,Level 3,1,มาตรฐานอาชีพ,INDUSTRIAL,อุตสาหกรรม,2022-07-08 14:54:35.950,2022-07-08 14:54:35.950,0,0
49,1,7,1,MLD,สาขาวิชาชีพอุตสาหกรรมการผลิตแม่พิมพ์,Mold Manufacturing Industry,1,MPT,สาขางานแม่พิมพ์พลาสติก,Plastic Molding,1,230.0,อาชีพช่างขัดเงาแม่พิมพ์ ,Mold Polishing Technician,0,04,ชั้น 4,Level 4,1,มาตรฐานอาชีพ,INDUSTRIAL,อุตสาหกรรม,2022-07-08 14:54:38.030,2022-07-08 14:54:38.030,0,0
50,1,7,1,MLD,สาขาวิชาชีพอุตสาหกรรมการผลิตแม่พิมพ์,Mold Manufacturing Industry,1,MPT,สาขางานแม่พิมพ์พลาสติก,Plastic Molding,1,231.0,อาชีพช่างซ่อมบำรุงรักษาแม่พิมพ์ฉีดพลาสติก ,Plastic Injection Mold Maintenance Technician,1,02,ชั้น 2,Level 2,1,มาตรฐานอาชีพ,INDUSTRIAL,อุตสาหกรรม,2022-07-08 14:54:39.667,2022-07-08 14:54:39.667,0,0
51,1,7,1,MLD,สาขาวิชาชีพอุตสาหกรรมการผลิตแม่พิมพ์,Mold Manufacturing Industry,1,MPT,สาขางานแม่พิมพ์พลาสติก,Plastic Molding,1,231.0,อาชีพช่างซ่อมบำรุงรักษาแม่พิมพ์ฉีดพลาสติก ,Plastic Injection Mold Maintenance Technician,1,03,ชั้น 3,Level 3,1,มาตรฐานอาชีพ,INDUSTRIAL,อุตสาหกรรม,2022-07-08 14:54:43.163,2022-07-08 14:54:43.163,0,0
52,1,7,1,MLD,สาขาวิชาชีพอุตสาหกรรมการผลิตแม่พิมพ์,Mold Manufacturing Industry,1,MPT,สาขางานแม่พิมพ์พลาสติก,Plastic Molding,1,231.0,อาชีพช่างซ่อมบำรุงรักษาแม่พิมพ์ฉีดพลาสติก ,Plastic Injection Mold Maintenance Technician,1,04,ชั้น 4,Level 4,1,มาตรฐานอาชีพ,INDUSTRIAL,อุตสาหกรรม,2022-07-08 14:54:44.700,2022-07-08 14:54:44.700,0,0
53,1,7,1,MLD,สาขาวิชาชีพอุตสาหกรรมการผลิตแม่พิมพ์,Mold Manufacturing Industry,1,MPT,สาขางานแม่พิมพ์พลาสติก,Plastic Molding,1,232.0,อาชีพช่างปรับประกอบแม่พิมพ์ฉีดพลาสติก ,Plastic Injection Mold Assembly Technician,1,03,ชั้น 3,Level 3,1,มาตรฐานอาชีพ,INDUSTRIAL,อุตสาหกรรม,2022-07-08 14:54:46.467,2022-07-08 14:54:46.467,0,0
54,1,7,1,MLD,สาขาวิชาชีพอุตสาหกรรมการผลิตแม่พิมพ์,Mold Manufacturing Industry,1,MPT,สาขางานแม่พิมพ์พลาสติก,Plastic Molding,1,232.0,อาชีพช่างปรับประกอบแม่พิมพ์ฉีดพลาสติก ,Plastic Injection Mold Assembly Technician,1,04,ชั้น 4,Level 4,1,มาตรฐานอาชีพ,INDUSTRIAL,อุตสาหกรรม,2022-07-08 14:54:48.650,2022-07-08 14:54:48.650,0,0
55,1,7,1,MLD,สาขาวิชาชีพอุตสาหกรรมการผลิตแม่พิมพ์,Mold Manufacturing Industry,1,MPT,สาขางานแม่พิมพ์พลาสติก,Plastic Molding,1,232.0,อาชีพช่างปรับประกอบแม่พิมพ์ฉีดพลาสติก ,Plastic Injection Mold Assembly Technician,1,05,ชั้น 5,Level 5,1,มาตรฐานอาชีพ,INDUSTRIAL,อุตสาหกรรม,2022-07-08 14:54:51.103,2022-07-08 14:54:51.103,0,0
56,1,7,1,MLD,สาขาวิชาชีพอุตสาหกรรมการผลิตแม่พิมพ์,Mold Manufacturing Industry,1,MPT,สาขางานแม่พิมพ์พลาสติก,Plastic Molding,1,233.0,อาชีพช่างผลิตชิ้นส่วน อุปกรณ์แม่พิมพ์ฉีดพลาสติก ,Plastic Injection Mold Part Manufacturer,0,02,ชั้น 2,Level 2,1,มาตรฐานอาชีพ,INDUSTRIAL,อุตสาหกรรม,2022-07-08 14:54:54.710,2022-07-08 14:54:54.710,0,0
57,1,7,1,MLD,สาขาวิชาชีพอุตสาหกรรมการผลิตแม่พิมพ์,Mold Manufacturing Industry,1,MPT,สาขางานแม่พิมพ์พลาสติก,Plastic Molding,1,233.0,อาชีพช่างผลิตชิ้นส่วน อุปกรณ์แม่พิมพ์ฉีดพลาสติก ,Plastic Injection Mold Part Manufacturer,0,03,ชั้น 3,Level 3,1,มาตรฐานอาชีพ,INDUSTRIAL,อุตสาหกรรม,2022-07-08 14:54:59.807,2022-07-08 14:54:59.807,0,0
58,1,7,1,MLD,สาขาวิชาชีพอุตสาหกรรมการผลิตแม่พิมพ์,Mold Manufacturing Industry,1,MPT,สาขางานแม่พิมพ์พลาสติก,Plastic Molding,1,233.0,อาชีพช่างผลิตชิ้นส่วน อุปกรณ์แม่พิมพ์ฉีดพลาสติก ,Plastic Injection Mold Part Manufacturer,0,04,ชั้น 4,Level 4,1,มาตรฐานอาชีพ,INDUSTRIAL,อุตสาหกรรม,2022-07-08 14:55:04.207,2022-07-08 14:55:04.207,0,0
59,1,7,1,MLD,สาขาวิชาชีพอุตสาหกรรมการผลิตแม่พิมพ์,Mold Manufacturing Industry,1,MPT,สาขางานแม่พิมพ์พลาสติก,Plastic Molding,1,233.0,อาชีพช่างผลิตชิ้นส่วน อุปกรณ์แม่พิมพ์ฉีดพลาสติก ,Plastic Injection Mold Part Manufacturer,0,05,ชั้น 5,Level 5,1,มาตรฐานอาชีพ,INDUSTRIAL,อุตสาหกรรม,2022-07-08 14:55:07.243,2022-07-08 14:55:07.243,0,0
60,1,7,1,MLD,สาขาวิชาชีพอุตสาหกรรมการผลิตแม่พิมพ์,Mold Manufacturing Industry,1,MPT,สาขางานแม่พิมพ์พลาสติก,Plastic Molding,1,234.0,อาชีพช่างออกแบบแม่พิมพ์ฉีดพลาสติก ,Plastic Injection Mold Designer,1,02,ชั้น 2,Level 2,1,มาตรฐานอาชีพ,INDUSTRIAL,อุตสาหกรรม,2022-07-08 14:55:09.853,2022-07-08 14:55:09.853,0,0
61,1,7,1,MLD,สาขาวิชาชีพอุตสาหกรรมการผลิตแม่พิมพ์,Mold Manufacturing Industry,1,MPT,สาขางานแม่พิมพ์พลาสติก,Plastic Molding,1,234.0,อาชีพช่างออกแบบแม่พิมพ์ฉีดพลาสติก ,Plastic Injection Mold Designer,1,03,ชั้น 3,Level 3,1,มาตรฐานอาชีพ,INDUSTRIAL,อุตสาหกรรม,2022-07-08 14:55:12.027,2022-07-08 14:55:12.027,0,0
62,1,7,1,MLD,สาขาวิชาชีพอุตสาหกรรมการผลิตแม่พิมพ์,Mold Manufacturing Industry,1,MPT,สาขางานแม่พิมพ์พลาสติก,Plastic Molding,1,234.0,อาชีพช่างออกแบบแม่พิมพ์ฉีดพลาสติก ,Plastic Injection Mold Designer,1,04,ชั้น 4,Level 4,1,มาตรฐานอาชีพ,INDUSTRIAL,อุตสาหกรรม,2022-07-08 14:55:14.257,2022-07-08 14:55:14.257,0,0
63,1,7,1,MLD,สาขาวิชาชีพอุตสาหกรรมการผลิตแม่พิมพ์,Mold Manufacturing Industry,1,MPT,สาขางานแม่พิมพ์พลาสติก,Plastic Molding,1,234.0,อาชีพช่างออกแบบแม่พิมพ์ฉีดพลาสติก ,Plastic Injection Mold Designer,1,05,ชั้น 5,Level 5,1,มาตรฐานอาชีพ,INDUSTRIAL,อุตสาหกรรม,2022-07-08 14:55:16.573,2022-07-08 14:55:16.573,0,0
